time,running_machine,laptop2,washing_machine,dish_washer,fridge,microwave,toaster,playstation,modem,cooker,laptop,monitor,speakers,server,router,server_hdd,kettle,rice_cooker,gross,app_sum,running_machine_on,washing_machine_on,dish_washer_on,microwave_on,toaster_on,kettle_on,rice_cooker_on,cooker_on
2013-09-01 02:07:31,1,19,3,1,86,0,0,1,9,9,21,59,10,14,6,0,1,1,241,16,0,0,0,0,0,0,0,1
2013-09-01 02:07:37,1,19,4,1,86,0,1,1,9,9,22,59,11,14,6,0,1,1,245,18,0,0,0,0,0,0,0,1
2013-09-01 02:07:43,1,19,3,1,86,0,1,1,9,9,27,59,10,15,6,0,1,1,249,17,0,0,0,0,0,0,0,1
2013-09-01 02:07:49,1,19,4,1,86,0,0,1,9,10,22,59,10,14,6,0,1,1,244,18,0,0,0,0,0,0,0,1
2013-09-01 02:07:55,1,19,4,1,86,0,0,1,9,9,20,58,11,14,6,0,1,1,241,17,0,0,0,0,0,0,0,1
2013-09-01 02:08:01,1,19,4,1,86,0,0,1,9,9,32,57,11,14,7,0,1,1,253,17,0,0,0,0,0,0,0,1
2013-09-01 02:08:07,1,19,4,1,86,0,1,1,9,10,24,58,11,14,7,0,1,1,248,19,0,0,0,0,0,0,0,1
2013-09-01 02:08:13,1,19,4,1,86,0,0,1,9,9,20,58,11,14,6,0,1,1,241,17,0,0,0,0,0,0,0,1
2013-09-01 02:08:19,1,19,4,1,86,0,1,1,9,10,20,58,11,14,6,0,1,1,243,19,0,0,0,0,0,0,0,1
2013-09-01 02:08:25,1,19,4,1,86,0,0,1,9,10,23,59,11,14,6,0,1,1,246,18,0,0,0,0,0,0,0,1
2013-09-01 02:08:31,1,19,3,1,86,0,0,1,9,10,31,59,11,14,7,0,1,1,254,17,0,0,0,0,0,0,0,1
2013-09-01 02:08:37,1,18,3,1,86,0,1,1,9,9,20,59,10,14,7,0,1,1,241,17,0,0,0,0,0,0,0,1
2013-09-01 02:08:43,1,18,4,1,86,0,0,1,9,9,21,59,11,14,7,0,1,1,243,17,0,0,0,0,0,0,0,1
2013-09-01 02:08:49,1,18,4,1,86,0,0,1,9,9,30,58,11,14,7,0,1,1,251,17,0,0,0,0,0,0,0,1
2013-09-01 02:08:55,1,19,3,1,86,0,1,1,9,10,20,58,11,14,6,0,1,1,242,18,0,0,0,0,0,0,0,1
2013-09-01 02:09:01,1,18,4,1,86,0,1,1,9,9,20,59,11,15,6,0,1,1,243,18,0,0,0,0,0,0,0,1
2013-09-01 02:09:07,1,19,4,1,86,0,1,1,9,9,20,59,10,14,6,0,1,1,242,18,0,0,0,0,0,0,0,1
2013-09-01 02:09:13,1,19,4,1,86,0,0,1,9,9,29,59,10,15,7,0,1,1,252,17,0,0,0,0,0,0,0,1
2013-09-01 02:09:19,1,19,4,1,86,0,0,1,9,9,25,58,11,14,6,0,1,1,246,17,0,0,0,0,0,0,0,1
2013-09-01 02:09:25,1,19,3,1,86,0,1,1,9,10,20,59,10,14,7,0,1,1,243,18,0,0,0,0,0,0,0,1
2013-09-01 02:09:31,1,18,4,1,86,0,1,1,9,9,20,59,11,14,7,0,1,1,243,18,0,0,0,0,0,0,0,1
2013-09-01 02:09:37,1,19,4,1,86,0,1,1,9,10,20,59,10,14,6,0,1,1,243,19,0,0,0,0,0,0,0,1
2013-09-01 02:09:43,1,18,4,1,86,0,0,1,9,10,20,59,10,14,6,0,1,1,241,18,0,0,0,0,0,0,0,1
2013-09-01 02:09:49,1,19,3,1,86,0,0,1,9,10,20,59,11,15,7,0,1,1,244,17,0,0,0,0,0,0,0,1
2013-09-01 02:09:55,1,18,4,1,86,0,0,1,9,10,20,59,11,14,7,0,1,1,243,18,0,0,0,0,0,0,0,1
2013-09-01 02:10:01,1,18,4,1,86,0,0,1,9,9,20,59,11,14,6,0,1,1,241,17,0,0,0,0,0,0,0,1
2013-09-01 02:10:07,1,19,3,1,86,0,1,1,9,9,20,59,11,14,7,0,1,1,243,17,0,0,0,0,0,0,0,1
2013-09-01 02:10:13,1,19,4,1,85,0,0,1,9,10,20,59,11,14,6,0,1,1,242,18,0,0,0,0,0,0,0,1
2013-09-01 02:10:19,1,19,4,1,86,0,0,1,9,9,21,60,11,15,6,0,1,1,245,17,0,0,0,0,0,0,0,1
2013-09-01 02:10:25,1,18,4,1,86,0,1,1,9,9,20,59,11,14,7,0,1,1,243,18,0,0,0,0,0,0,0,1
2013-09-01 02:10:31,1,19,4,1,86,0,0,1,9,10,20,60,11,14,6,0,1,1,244,18,0,0,0,0,0,0,0,1
2013-09-01 02:10:37,1,18,3,1,86,0,0,1,9,9,21,59,11,14,6,0,1,1,241,16,0,0,0,0,0,0,0,1
2013-09-01 02:10:43,1,18,3,1,86,0,0,1,9,10,21,59,10,14,7,0,1,1,242,17,0,0,0,0,0,0,0,1
2013-09-01 02:10:49,1,18,4,1,86,0,0,1,9,10,20,59,10,14,6,0,1,1,241,18,0,0,0,0,0,0,0,1
2013-09-01 02:10:55,1,19,3,1,86,0,0,1,9,9,23,60,11,14,7,0,1,1,246,16,0,0,0,0,0,0,0,1
2013-09-01 02:11:01,1,19,3,1,86,0,0,1,9,9,25,59,10,14,7,0,1,1,246,16,0,0,0,0,0,0,0,1
2013-09-01 02:11:07,1,19,4,1,85,0,0,1,9,9,21,59,11,14,6,0,1,1,242,17,0,0,0,0,0,0,0,1
2013-09-01 02:11:13,1,19,3,1,86,0,0,1,9,9,24,59,10,14,6,0,1,1,244,16,0,0,0,0,0,0,0,1
2013-09-01 02:11:19,1,19,4,1,85,0,0,1,9,10,20,59,10,14,6,0,1,1,241,18,0,0,0,0,0,0,0,1
2013-09-01 02:11:25,1,19,3,1,86,0,0,1,9,9,20,59,10,14,7,0,1,1,241,16,0,0,0,0,0,0,0,1
2013-09-01 02:11:31,1,19,3,1,86,0,0,1,9,10,20,59,11,14,6,0,1,1,242,17,0,0,0,0,0,0,0,1
2013-09-01 02:11:37,1,18,4,1,85,0,0,1,9,10,20,59,11,14,7,0,1,1,242,18,0,0,0,0,0,0,0,1
2013-09-01 02:11:43,1,19,4,1,85,0,0,1,9,10,20,59,10,14,6,0,1,1,241,18,0,0,0,0,0,0,0,1
2013-09-01 02:11:49,1,19,4,1,85,0,0,1,9,9,20,59,11,14,7,0,1,1,242,17,0,0,0,0,0,0,0,1
2013-09-01 02:11:55,1,18,3,1,86,0,1,1,9,10,20,59,10,14,6,0,1,1,241,18,0,0,0,0,0,0,0,1
2013-09-01 02:12:01,1,18,4,1,86,0,0,1,9,10,20,59,11,14,7,0,1,1,243,18,0,0,0,0,0,0,0,1
2013-09-01 02:12:07,1,19,3,1,85,0,0,1,9,9,20,59,10,14,7,0,1,1,240,16,0,0,0,0,0,0,0,1
2013-09-01 02:12:13,1,18,4,1,85,0,0,1,9,10,20,59,10,14,7,0,1,1,241,18,0,0,0,0,0,0,0,1
2013-09-01 02:12:19,1,19,4,1,85,0,0,1,9,9,20,58,11,14,7,0,1,1,241,17,0,0,0,0,0,0,0,1
2013-09-01 02:12:25,1,18,4,1,85,0,0,1,9,10,19,59,10,15,6,0,1,1,240,18,0,0,0,0,0,0,0,1
2013-09-01 02:12:31,1,18,4,1,85,0,0,1,9,10,20,59,11,14,6,0,1,1,241,18,0,0,0,0,0,0,0,1
2013-09-01 02:12:37,1,19,4,1,86,0,0,1,9,10,19,59,10,14,6,0,1,1,241,18,0,0,0,0,0,0,0,1
2013-09-01 02:12:43,1,19,4,1,85,0,0,1,9,9,19,59,10,14,6,0,1,1,239,17,0,0,0,0,0,0,0,1
2013-09-01 02:12:49,1,19,3,1,85,0,0,1,9,9,19,59,11,14,7,0,1,1,240,16,0,0,0,0,0,0,0,1
2013-09-01 02:12:55,1,18,4,1,85,0,1,1,9,10,20,59,11,15,6,0,1,1,243,19,0,0,0,0,0,0,0,1
2013-09-01 02:13:01,1,19,4,1,84,0,0,1,9,9,20,59,10,14,6,0,1,1,239,17,0,0,0,0,0,0,0,1
2013-09-01 02:13:07,1,19,4,1,85,0,0,1,9,9,20,59,10,15,7,0,1,1,242,17,0,0,0,0,0,0,0,1
2013-09-01 02:13:13,1,18,3,1,85,0,0,1,9,9,20,59,10,14,6,0,1,1,238,16,0,0,0,0,0,0,0,1
2013-09-01 02:13:19,1,19,4,1,85,0,0,1,9,9,19,59,10,14,7,0,1,1,240,17,0,0,0,0,0,0,0,1
2013-09-01 02:13:25,1,18,4,1,85,0,1,1,9,9,19,59,10,14,6,0,1,1,239,18,0,0,0,0,0,0,0,1
2013-09-01 02:13:31,1,19,3,1,84,0,0,1,9,9,20,59,11,14,7,0,1,1,240,16,0,0,0,0,0,0,0,1
2013-09-01 02:13:37,1,18,4,1,84,0,0,1,9,9,21,59,10,14,6,0,1,1,239,17,0,0,0,0,0,0,0,1
2013-09-01 02:13:43,1,19,3,1,85,0,0,1,9,9,19,59,10,14,7,0,1,1,239,16,0,0,0,0,0,0,0,1
2013-09-01 02:13:49,1,19,4,1,85,0,0,1,9,9,20,59,10,14,6,0,1,1,240,17,0,0,0,0,0,0,0,1
2013-09-01 02:13:55,1,18,3,1,85,0,1,1,9,9,20,59,11,14,7,0,1,1,241,17,0,0,0,0,0,0,0,1
2013-09-01 02:14:01,1,18,4,1,85,0,0,1,9,9,19,59,10,14,7,0,1,1,239,17,0,0,0,0,0,0,0,1
2013-09-01 02:14:07,1,18,4,1,85,0,1,1,9,9,20,59,10,14,7,0,1,1,241,18,0,0,0,0,0,0,0,1
2013-09-01 02:14:13,1,19,3,1,85,0,0,1,9,10,20,59,10,14,6,0,1,1,240,17,0,0,0,0,0,0,0,1
2013-09-01 02:14:19,1,19,3,1,85,0,0,1,10,9,19,59,10,15,6,0,1,1,240,16,0,0,0,0,0,0,0,1
2013-09-01 02:14:25,1,19,3,1,84,0,1,1,9,10,20,59,11,14,6,0,1,1,241,18,0,0,0,0,0,0,0,1
2013-09-01 02:14:31,1,18,4,1,85,0,1,1,9,10,20,59,10,15,6,0,1,1,242,19,0,0,0,0,0,0,0,1
2013-09-01 02:14:37,1,19,3,1,85,0,1,1,9,9,20,59,10,14,6,0,1,1,240,17,0,0,0,0,0,0,0,1
2013-09-01 02:14:43,1,18,3,1,85,0,1,1,9,9,20,59,10,14,6,0,1,1,239,17,0,0,0,0,0,0,0,1
2013-09-01 02:14:49,1,18,3,1,85,0,0,1,9,9,20,59,11,15,6,0,1,1,240,16,0,0,0,0,0,0,0,1
2013-09-01 02:14:55,1,19,4,1,85,0,0,1,9,9,20,58,10,14,6,0,1,1,239,17,0,0,0,0,0,0,0,1
2013-09-01 02:15:01,1,19,3,1,84,0,1,1,9,9,20,59,11,14,6,0,1,1,240,17,0,0,0,0,0,0,0,1
2013-09-01 02:15:07,1,19,3,1,84,0,0,1,9,9,20,59,11,14,6,0,1,1,239,16,0,0,0,0,0,0,0,1
2013-09-01 02:15:13,1,19,4,1,84,0,1,1,9,9,21,58,11,15,6,0,1,1,242,18,0,0,0,0,0,0,0,1
2013-09-01 02:15:19,1,19,3,1,84,0,0,1,9,9,20,59,10,14,7,0,1,1,239,16,0,0,0,0,0,0,0,1
2013-09-01 02:15:25,1,19,3,1,85,0,0,1,9,9,20,59,10,14,7,0,1,1,240,16,0,0,0,0,0,0,0,1
2013-09-01 02:15:31,1,19,4,1,85,0,0,1,9,10,20,59,10,14,6,0,1,1,241,18,0,0,0,0,0,0,0,1
2013-09-01 02:15:37,1,18,3,1,85,0,0,1,9,10,20,59,10,14,7,0,1,1,240,17,0,0,0,0,0,0,0,1
2013-09-01 02:15:43,1,18,3,1,85,0,0,1,9,9,20,60,10,15,6,0,1,1,240,16,0,0,0,0,0,0,0,1
2013-09-01 02:15:49,1,19,4,1,85,0,0,1,9,9,20,59,11,14,6,0,1,1,241,17,0,0,0,0,0,0,0,1
2013-09-01 02:15:55,1,18,3,1,84,0,0,1,10,9,21,59,11,14,7,0,1,1,241,16,0,0,0,0,0,0,0,1
2013-09-01 02:16:01,1,18,4,1,85,0,1,1,9,9,21,59,11,14,6,0,1,1,242,18,0,0,0,0,0,0,0,1
2013-09-01 02:16:07,1,19,3,1,85,0,1,1,9,10,19,59,10,15,6,0,1,1,241,18,0,0,0,0,0,0,0,1
2013-09-01 02:16:13,1,18,4,1,85,0,1,1,9,9,20,59,10,14,6,0,1,1,240,18,0,0,0,0,0,0,0,1
2013-09-01 02:16:19,1,19,3,1,85,0,1,1,9,9,20,59,11,14,6,0,1,1,241,17,0,0,0,0,0,0,0,1
2013-09-01 02:16:25,1,19,3,1,84,0,0,1,9,9,19,59,10,15,7,0,1,1,239,16,0,0,0,0,0,0,0,1
2013-09-01 02:16:31,1,19,4,1,84,0,0,1,9,10,19,59,10,14,6,0,1,1,239,18,0,0,0,0,0,0,0,1
2013-09-01 02:16:37,1,19,4,1,85,0,0,1,9,9,20,59,10,14,6,0,1,1,240,17,0,0,0,0,0,0,0,1
2013-09-01 02:16:43,1,18,4,1,84,0,1,1,9,9,20,59,10,14,6,0,1,1,239,18,0,0,0,0,0,0,0,1
2013-09-01 02:16:49,1,18,3,1,85,0,1,1,9,9,20,59,10,14,7,0,1,1,240,17,0,0,0,0,0,0,0,1
2013-09-01 02:16:55,1,19,4,1,85,0,1,1,9,9,20,59,10,14,6,0,1,1,241,18,0,0,0,0,0,0,0,1
2013-09-01 02:17:01,1,18,3,1,85,0,1,1,9,10,20,59,10,15,6,0,1,1,241,18,0,0,0,0,0,0,0,1
2013-09-01 02:17:07,1,18,4,1,85,0,0,1,9,10,19,59,11,15,6,0,1,1,241,18,0,0,0,0,0,0,0,1
2013-09-01 02:17:13,1,18,4,1,85,0,1,1,9,10,19,59,11,15,6,0,1,1,242,19,0,0,0,0,0,0,0,1
2013-09-01 02:17:19,1,18,4,1,85,0,0,1,9,10,20,59,11,15,6,0,1,1,242,18,0,0,0,0,0,0,0,1
2013-09-01 02:17:25,1,19,4,1,85,0,1,1,9,10,19,59,10,14,7,0,1,1,242,19,0,0,0,0,0,0,0,1
2013-09-01 02:17:31,1,19,4,1,84,0,0,1,9,10,20,59,11,14,6,0,1,1,241,18,0,0,0,0,0,0,0,1
2013-09-01 02:17:37,1,19,4,1,85,0,0,1,9,10,20,60,10,15,6,0,1,1,243,18,0,0,0,0,0,0,0,1
2013-09-01 02:17:43,1,18,4,1,84,0,0,1,9,10,19,59,11,15,6,0,1,1,240,18,0,0,0,0,0,0,0,1
2013-09-01 02:17:49,1,18,3,1,84,0,0,1,9,9,19,59,11,14,7,0,1,1,238,16,0,0,0,0,0,0,0,1
2013-09-01 02:17:55,1,19,4,1,85,0,0,1,9,9,20,59,11,14,7,0,1,1,242,17,0,0,0,0,0,0,0,1
2013-09-01 02:18:01,1,20,4,1,85,0,0,1,9,10,20,59,10,15,6,0,1,1,243,18,0,0,0,0,0,0,0,1
2013-09-01 02:18:07,1,19,4,1,85,0,0,1,9,10,21,59,10,14,7,0,1,1,243,18,0,0,0,0,0,0,0,1
2013-09-01 02:18:13,1,19,3,1,85,0,0,1,9,10,20,59,10,16,6,0,1,1,242,17,0,0,0,0,0,0,0,1
2013-09-01 02:18:19,1,19,4,1,85,0,0,1,9,10,19,59,10,14,6,0,1,1,240,18,0,0,0,0,0,0,0,1
2013-09-01 02:18:25,1,19,4,1,84,0,0,1,9,10,19,59,11,15,7,0,1,1,242,18,0,0,0,0,0,0,0,1
2013-09-01 02:18:31,1,19,4,1,85,0,0,1,9,10,19,59,10,15,6,0,1,1,241,18,0,0,0,0,0,0,0,1
2013-09-01 02:18:37,1,18,4,1,85,0,0,1,9,10,20,59,10,16,7,0,1,1,243,18,0,0,0,0,0,0,0,1
2013-09-01 02:18:43,1,19,4,1,85,0,1,1,9,0,20,59,11,15,7,0,1,1,235,9,0,0,0,0,0,0,0,0
2013-09-01 02:18:49,1,18,4,1,84,0,0,1,9,0,20,59,11,15,6,0,1,1,231,8,0,0,0,0,0,0,0,0
2013-09-01 02:18:55,1,19,4,1,84,0,1,1,9,0,19,59,11,15,6,0,0,1,231,8,0,0,0,0,0,0,0,0
2013-09-01 02:19:01,1,18,4,1,84,0,0,1,9,0,20,59,10,14,6,0,1,1,229,8,0,0,0,0,0,0,0,0
2013-09-01 02:19:07,1,19,4,1,84,0,0,1,9,0,20,59,10,15,6,0,1,1,231,8,0,0,0,0,0,0,0,0
2013-09-01 02:19:13,1,19,4,1,85,0,1,1,9,0,19,58,11,15,6,0,1,1,232,9,0,0,0,0,0,0,0,0
2013-09-01 02:19:19,1,19,4,1,84,0,0,1,9,0,20,59,11,15,6,0,1,1,232,8,0,0,0,0,0,0,0,0
2013-09-01 02:19:25,1,19,4,0,84,0,0,1,9,0,20,59,11,14,7,0,1,1,231,7,0,0,0,0,0,0,0,0
2013-09-01 02:19:31,1,18,3,1,85,0,0,1,9,0,19,59,10,14,7,0,1,1,229,7,0,0,0,0,0,0,0,0
2013-09-01 02:19:37,1,18,4,1,84,0,0,1,9,0,19,59,11,14,6,0,1,1,229,8,0,0,0,0,0,0,0,0
2013-09-01 02:19:43,1,19,4,1,84,0,1,1,9,0,20,59,10,14,7,0,1,1,232,9,0,0,0,0,0,0,0,0
2013-09-01 02:19:49,1,19,3,1,84,0,0,1,9,0,19,59,11,14,7,0,1,1,230,7,0,0,0,0,0,0,0,0
2013-09-01 02:19:55,1,18,4,1,85,0,1,1,9,0,20,59,11,15,7,0,1,1,234,9,0,0,0,0,0,0,0,0
2013-09-01 02:20:01,1,18,4,1,84,0,1,1,9,0,19,59,11,14,6,0,1,1,230,9,0,0,0,0,0,0,0,0
2013-09-01 02:20:07,1,18,4,1,84,0,0,1,9,0,19,59,10,14,6,0,1,1,228,8,0,0,0,0,0,0,0,0
2013-09-01 02:20:13,1,20,4,1,84,0,0,1,9,0,20,59,11,14,7,0,1,1,233,8,0,0,0,0,0,0,0,0
2013-09-01 02:20:19,1,19,4,1,85,0,0,1,9,0,20,58,11,14,6,0,1,1,231,8,0,0,0,0,0,0,0,0
2013-09-01 02:20:25,1,18,4,1,84,0,0,1,9,0,20,59,11,14,6,0,1,1,230,8,0,0,0,0,0,0,0,0
2013-09-01 02:20:31,1,19,4,1,84,0,1,1,9,0,19,59,11,14,6,0,1,1,231,9,0,0,0,0,0,0,0,0
2013-09-01 02:20:37,1,19,4,1,85,0,1,1,9,0,20,59,10,14,7,0,1,1,233,9,0,0,0,0,0,0,0,0
2013-09-01 02:20:43,1,18,4,1,84,0,0,1,9,0,20,59,11,14,6,0,1,1,230,8,0,0,0,0,0,0,0,0
2013-09-01 02:20:49,1,18,4,1,84,0,0,1,9,0,20,59,11,14,6,0,1,1,230,8,0,0,0,0,0,0,0,0
2013-09-01 02:20:55,1,19,4,1,84,0,0,1,9,0,20,59,11,14,6,0,1,1,231,8,0,0,0,0,0,0,0,0
2013-09-01 02:21:01,1,19,3,1,85,0,1,1,9,0,20,59,11,14,6,0,1,1,232,8,0,0,0,0,0,0,0,0
2013-09-01 02:21:07,1,18,4,1,85,0,1,1,9,0,19,59,11,14,6,0,1,1,231,9,0,0,0,0,0,0,0,0
2013-09-01 02:21:13,1,18,4,1,85,0,1,1,9,0,20,59,10,14,7,0,1,1,232,9,0,0,0,0,0,0,0,0
2013-09-01 02:21:19,1,18,4,1,85,0,1,1,9,0,20,59,10,14,6,0,1,1,231,9,0,0,0,0,0,0,0,0
2013-09-01 02:21:25,1,19,4,1,84,0,0,1,9,0,19,59,11,14,6,0,1,1,230,8,0,0,0,0,0,0,0,0
2013-09-01 02:21:31,1,18,4,1,84,0,1,1,9,0,20,59,11,14,6,0,1,1,231,9,0,0,0,0,0,0,0,0
2013-09-01 02:21:37,1,19,4,1,85,0,1,1,9,0,20,59,11,15,6,0,1,1,234,9,0,0,0,0,0,0,0,0
2013-09-01 02:21:43,1,19,4,1,85,0,0,1,9,0,20,59,10,15,7,0,1,1,233,8,0,0,0,0,0,0,0,0
2013-09-01 02:21:49,1,18,4,1,84,0,0,1,9,0,20,59,11,14,6,0,1,1,230,8,0,0,0,0,0,0,0,0
2013-09-01 02:21:55,1,18,3,1,85,0,0,1,9,0,20,59,11,14,7,0,1,1,231,7,0,0,0,0,0,0,0,0
2013-09-01 02:22:01,1,18,4,1,84,0,1,1,9,0,20,59,11,14,6,0,1,1,231,9,0,0,0,0,0,0,0,0
2013-09-01 02:22:07,1,19,3,1,84,0,1,1,9,0,20,59,11,14,7,0,1,1,232,8,0,0,0,0,0,0,0,0
2013-09-01 02:22:13,1,19,3,1,85,0,1,1,9,0,20,59,11,14,6,0,1,1,232,8,0,0,0,0,0,0,0,0
2013-09-01 02:22:19,1,18,4,1,85,0,0,1,9,0,19,59,11,15,6,0,1,1,231,8,0,0,0,0,0,0,0,0
2013-09-01 02:22:25,1,19,4,1,85,0,0,1,9,0,19,59,10,15,6,0,1,1,231,8,0,0,0,0,0,0,0,0
2013-09-01 02:22:31,1,19,4,1,84,0,0,1,9,0,20,59,11,14,7,0,1,1,232,8,0,0,0,0,0,0,0,0
2013-09-01 02:22:37,1,19,4,1,84,0,0,1,9,0,20,59,10,14,6,0,1,1,230,8,0,0,0,0,0,0,0,0
2013-09-01 02:22:43,1,18,4,1,84,0,0,1,9,0,20,59,10,14,6,0,1,1,229,8,0,0,0,0,0,0,0,0
2013-09-01 02:22:49,1,19,4,1,84,0,0,1,9,0,20,59,11,14,6,0,1,1,231,8,0,0,0,0,0,0,0,0
2013-09-01 02:22:55,1,18,4,1,84,0,0,1,9,0,19,59,11,14,6,0,1,1,229,8,0,0,0,0,0,0,0,0
2013-09-01 02:23:01,1,19,4,1,84,0,1,1,9,0,20,58,11,14,6,0,1,1,231,9,0,0,0,0,0,0,0,0
2013-09-01 02:23:07,1,19,4,1,84,0,1,1,9,0,20,59,11,14,7,0,1,1,233,9,0,0,0,0,0,0,0,0
2013-09-01 02:23:13,1,19,4,1,84,0,1,1,9,0,21,59,10,14,6,0,1,1,232,9,0,0,0,0,0,0,0,0
2013-09-01 02:23:19,1,19,3,1,85,0,0,1,9,0,19,59,11,14,6,0,1,1,230,7,0,0,0,0,0,0,0,0
2013-09-01 02:23:25,1,18,4,1,84,0,0,1,9,0,21,59,11,15,6,0,1,1,232,8,0,0,0,0,0,0,0,0
2013-09-01 02:23:31,1,18,3,1,84,0,0,1,9,0,20,59,11,14,6,0,1,1,229,7,0,0,0,0,0,0,0,0
2013-09-01 02:23:37,1,18,4,1,84,0,0,1,9,0,20,59,11,14,7,0,1,1,231,8,0,0,0,0,0,0,0,0
2013-09-01 02:23:43,1,18,4,1,84,0,0,1,9,0,20,58,11,14,6,0,1,1,229,8,0,0,0,0,0,0,0,0
2013-09-01 02:23:49,1,19,4,1,85,0,0,1,9,0,20,59,11,14,6,0,1,1,232,8,0,0,0,0,0,0,0,0
2013-09-01 02:23:55,1,18,3,1,85,0,0,1,9,0,20,59,10,14,6,0,1,1,229,7,0,0,0,0,0,0,0,0
2013-09-01 02:24:01,1,18,4,1,84,0,1,1,9,0,20,59,11,15,7,0,1,1,233,9,0,0,0,0,0,0,0,0
2013-09-01 02:24:07,1,18,3,1,85,0,1,1,9,0,20,59,11,14,6,0,1,1,231,8,0,0,0,0,0,0,0,0
2013-09-01 02:24:13,1,19,3,1,84,0,1,1,9,0,20,59,11,15,7,0,1,1,233,8,0,0,0,0,0,0,0,0
2013-09-01 02:24:19,1,18,4,1,84,0,0,1,9,0,20,59,11,14,6,0,1,1,230,8,0,0,0,0,0,0,0,0
2013-09-01 02:24:25,1,18,4,1,85,0,1,1,9,0,20,59,11,14,6,0,1,1,232,9,0,0,0,0,0,0,0,0
2013-09-01 02:24:31,1,19,4,1,84,0,0,1,9,0,20,59,11,14,6,0,1,1,231,8,0,0,0,0,0,0,0,0
2013-09-01 02:24:37,1,18,7,1,84,0,0,1,9,0,20,58,11,15,7,0,1,1,234,11,0,0,0,0,0,0,0,0
2013-09-01 02:24:43,1,18,4,1,85,0,0,1,9,0,20,59,11,14,6,0,1,1,231,8,0,0,0,0,0,0,0,0
2013-09-01 02:24:49,1,18,4,1,84,0,0,1,9,0,19,58,11,14,7,0,1,1,229,8,0,0,0,0,0,0,0,0
2013-09-01 02:24:55,1,19,4,1,85,0,1,1,9,0,19,59,11,14,6,0,1,1,232,9,0,0,0,0,0,0,0,0
2013-09-01 02:25:01,1,18,3,1,84,0,1,1,9,0,20,59,11,14,6,0,1,1,230,8,0,0,0,0,0,0,0,0
2013-09-01 02:25:07,1,19,4,1,84,0,1,1,9,0,19,59,11,14,7,0,1,1,232,9,0,0,0,0,0,0,0,0
2013-09-01 02:25:13,1,18,4,1,84,0,1,1,9,0,19,59,10,14,7,0,1,1,230,9,0,0,0,0,0,0,0,0
2013-09-01 02:25:19,1,18,4,1,84,0,0,1,9,0,20,59,11,16,6,0,1,1,232,8,0,0,0,0,0,0,0,0
2013-09-01 02:25:25,1,18,4,1,84,0,0,1,9,0,19,59,11,14,6,0,1,1,229,8,0,0,0,0,0,0,0,0
2013-09-01 02:25:31,1,19,3,1,84,0,0,1,9,0,19,59,11,14,6,0,0,1,228,6,0,0,0,0,0,0,0,0
2013-09-01 02:25:37,1,18,3,1,84,0,0,1,9,0,19,59,11,15,6,0,1,1,229,7,0,0,0,0,0,0,0,0
2013-09-01 02:25:43,1,19,4,1,84,0,0,1,9,0,20,59,11,15,6,0,1,1,232,8,0,0,0,0,0,0,0,0
2013-09-01 02:25:49,1,18,4,1,84,0,1,1,9,0,20,59,11,14,6,0,1,1,231,9,0,0,0,0,0,0,0,0
2013-09-01 02:25:55,1,18,4,1,84,0,0,1,9,0,20,59,11,14,6,0,1,1,230,8,0,0,0,0,0,0,0,0
2013-09-01 02:26:01,1,19,4,1,84,0,1,1,9,0,19,59,11,14,6,0,1,1,231,9,0,0,0,0,0,0,0,0
2013-09-01 02:26:07,1,19,4,1,84,0,0,1,9,0,20,59,11,14,6,0,1,1,231,8,0,0,0,0,0,0,0,0
2013-09-01 02:26:13,1,19,3,1,85,0,1,1,9,0,20,59,10,15,6,0,1,1,232,8,0,0,0,0,0,0,0,0
2013-09-01 02:26:19,1,19,4,1,85,0,0,1,9,0,19,59,10,14,7,0,1,1,231,8,0,0,0,0,0,0,0,0
2013-09-01 02:26:25,1,19,4,1,84,0,0,1,9,0,20,58,11,15,7,0,1,1,232,8,0,0,0,0,0,0,0,0
2013-09-01 02:26:31,1,18,4,1,84,0,1,1,9,0,19,59,11,14,6,0,0,1,229,8,0,0,0,0,0,0,0,0
2013-09-01 02:26:37,1,19,4,1,84,0,0,1,9,0,19,59,11,14,6,0,0,1,229,7,0,0,0,0,0,0,0,0
2013-09-01 02:26:43,1,19,3,1,84,0,0,1,9,0,19,59,11,14,6,0,1,1,229,7,0,0,0,0,0,0,0,0
2013-09-01 02:26:49,1,19,3,1,84,0,0,1,9,0,19,59,11,14,6,0,1,1,229,7,0,0,0,0,0,0,0,0
2013-09-01 02:26:55,1,18,4,1,84,0,0,1,9,0,19,59,11,14,6,0,1,1,229,8,0,0,0,0,0,0,0,0
2013-09-01 02:27:01,1,19,3,1,83,0,1,1,9,0,20,59,11,14,6,0,1,1,230,8,0,0,0,0,0,0,0,0
2013-09-01 02:27:07,1,18,4,1,84,0,0,1,9,0,20,59,10,14,7,0,1,1,230,8,0,0,0,0,0,0,0,0
2013-09-01 02:27:13,1,19,3,1,84,0,1,1,9,0,19,59,10,14,6,0,1,1,229,8,0,0,0,0,0,0,0,0
2013-09-01 02:27:19,1,19,4,1,84,0,1,1,9,0,19,59,11,15,6,0,1,1,232,9,0,0,0,0,0,0,0,0
2013-09-01 02:27:25,1,18,3,1,84,0,0,1,9,0,20,59,11,15,6,0,1,1,230,7,0,0,0,0,0,0,0,0
